Chr	Start	End	Strand	TSS	ID	EnsID	Type	Symbol
20942	chr11	131877680	131897108	-	chr11:131897108	chr11:131877680-131897108	ENSG00000238117	lncRNA	AP000844.2
20943	chr11	131981096	131984661	-	chr11:131984661	chr11:131981096-131984661	ENSG00000224700	lncRNA	AP000844.1
20944	chr11	132284302	132285081	+	chr11:132284302	chr11:132284302-132285081	ENSG00000238262	lncRNA	NTM-IT
20945	chr11	132414977	133532519	-	chr11:133532519	chr11:132414977-133532519	ENSG00000183715	protein_coding	OPCML
20946	chr11	132859245	132860077	-	chr11:132860077	chr11:132859245-132860077	ENSG00000255371	lncRNA	OPCML-IT2
20947	chr11	133360029	133366080	-	chr11:133366080	chr11:133360029-133366080	ENSG00000254896	lncRNA	OPCML-IT1
20948	chr11	133532415	133549866	+	chr11:133532415	chr11:133532415-133549866	ENSG00000287068	lncRNA	AP004606.1
20949	chr11	133783671	133810376	-	chr11:133810376	chr11:133783671-133810376	ENSG00000255258	lncRNA	LINC02743
20950	chr11	133840631	133845538	-	chr11:133845538	chr11:133840631-133845538	ENSG00000166118	protein_coding	SPATA19
20951	chr11	133896438	133956985	-	chr11:133956985	chr11:133896438-133956985	ENSG00000080854	protein_coding	IGSF9B
20952	chr11	134008215	134030167	+	chr11:134008215	chr11:134008215-134030167	ENSG00000255406	lncRNA	LINC02730
20953	chr11	134032216	134067936	+	chr11:134032216	chr11:134032216-134067936	ENSG00000204241	lncRNA	LINC02731
20954	chr11	134035832	134037107	-	chr11:134037107	chr11:134035832-134037107	ENSG00000254648	lncRNA	AP000911.1
20955	chr11	134069071	134152001	+	chr11:134069071	chr11:134069071-134152001	ENSG00000166086	protein_coding	JAM3
20956	chr11	134150119	134225454	-	chr11:134225454	chr11:134150119-134225454	ENSG00000151503	protein_coding	NCAPD3
20957	chr11	134178824	134186166	+	chr11:134178824	chr11:134178824-134186166	ENSG00000255348	lncRNA	AP001775.2
20958	chr11	134224671	134247788	+	chr11:134224671	chr11:134224671-134247788	ENSG00000151502	protein_coding	VPS26B
20959	chr11	134248279	134253370	-	chr11:134253370	chr11:134248279-134253370	ENSG00000151500	protein_coding	THYN1
20960	chr11	134253495	134265855	+	chr11:134253495	chr11:134253495-134265855	ENSG00000151498	protein_coding	ACAD8
20961	chr11	134274245	134319564	+	chr11:134274245	chr11:134274245-134319564	ENSG00000166105	protein_coding	GLB1L3
20962	chr11	134331874	134378341	+	chr11:134331874	chr11:134331874-134378341	ENSG00000149328	protein_coding	GLB1L2
20963	chr11	134378504	134412242	-	chr11:134412242	chr11:134378504-134412242	ENSG00000109956	protein_coding	B3GAT1
20964	chr11	134412284	134505665	+	chr11:134412284	chr11:134412284-134505665	ENSG00000255545	lncRNA	AP004608.1
20965	chr11	134563396	134573056	+	chr11:134563396	chr11:134563396-134573056	ENSG00000254573	lncRNA	AP004550.1
20966	chr11	134655769	134661206	+	chr11:134655769	chr11:134655769-134661206	ENSG00000286374	lncRNA	AP001999.3
20967	chr11	134671426	134672024	-	chr11:134672024	chr11:134671426-134672024	ENSG00000254989	lncRNA	AP001999.1
20968	chr11	134685044	134702004	-	chr11:134702004	chr11:134685044-134702004	ENSG00000285640	lncRNA	AP001999.2
20969	chr11	134712539	134716250	+	chr11:134712539	chr11:134712539-134716250	ENSG00000255344	lncRNA	LINC02706
20970	chr11	134735596	134763810	+	chr11:134735596	chr11:134735596-134763810	ENSG00000251226	lncRNA	LINC02714
20971	chr11	134945118	134980574	-	chr11:134980574	chr11:134945118-134980574	ENSG00000287251	lncRNA	AP003062.2
20972	chr11	134950708	134951568	+	chr11:134950708	chr11:134950708-134951568	ENSG00000255327	lncRNA	LINC02697
20973	chr11	134994982	135007779	-	chr11:135007779	chr11:134994982-135007779	ENSG00000285735	lncRNA	LINC02717
20974	chr11	135061781	135075908	-	chr11:135075908	chr11:135061781-135075908	ENSG00000255512	lncRNA	LINC02684
20975	chr12	36602	38133	-	chr12:38133	chr12:36602-38133	ENSG00000249054	lncRNA	FAM138D
20976	chr12	66767	178455	+	chr12:66767	chr12:66767-178455	ENSG00000120645	protein_coding	IQSEC3
20977	chr12	106524	111850	-	chr12:111850	chr12:106524-111850	ENSG00000256948	lncRNA	AC026369.3
20978	chr12	137411	149169	-	chr12:149169	chr12:137411-149169	ENSG00000249695	lncRNA	AC026369.1
20979	chr12	164664	166321	-	chr12:166321	chr12:164664-166321	ENSG00000256694	lncRNA	AC026369.2
20980	chr12	166856	182399	-	chr12:182399	chr12:166856-182399	ENSG00000256540	lncRNA	AC007406.3
20981	chr12	190077	214570	-	chr12:214570	chr12:190077-214570	ENSG00000111181	protein_coding	SLC6A12
20982	chr12	193036	194130	+	chr12:193036	chr12:193036-194130	ENSG00000255671	lncRNA	AC007406.1
20983	chr12	203642	205094	+	chr12:203642	chr12:203642-205094	ENSG00000256577	lncRNA	AC007406.4
20984	chr12	220621	262873	-	chr12:262873	chr12:220621-262873	ENSG00000010379	protein_coding	SLC6A13
20985	chr12	253442	257299	-	chr12:257299	chr12:253442-257299	ENSG00000255746	lncRNA	AC007406.2
20986	chr12	273954	277123	-	chr12:277123	chr12:273954-277123	ENSG00000261799	lncRNA	AC007406.5
20987	chr12	280057	389320	-	chr12:389320	chr12:280057-389320	ENSG00000073614	protein_coding	KDM5A
20988	chr12	389273	442642	+	chr12:389273	chr12:389273-442642	ENSG00000120647	protein_coding	CCDC77
20989	chr12	459939	563509	+	chr12:459939	chr12:459939-563509	ENSG00000139044	protein_coding	B4GALNT3
20990	chr12	564296	663779	-	chr12:663779	chr12:564296-663779	ENSG00000171840	protein_coding	NINJ2
20991	chr12	585865	586486	-	chr12:586486	chr12:585865-586486	ENSG00000256020	lncRNA	AC006205.2
20992	chr12	590633	591269	+	chr12:590633	chr12:590633-591269	ENSG00000255825	lncRNA	AC006205.1
20993	chr12	630858	664196	+	chr12:630858	chr12:630858-664196	ENSG00000177406	lncRNA	AC021054.1
20994	chr12	674801	684127	-	chr12:684127	chr12:674801-684127	ENSG00000256672	lncRNA	LINC02455
20995	chr12	752579	911452	+	chr12:752579	chr12:752579-911452	ENSG00000060237	protein_coding	WNK1
20996	chr12	865288	867139	-	chr12:867139	chr12:865288-867139	ENSG00000285704	lncRNA	AC004765.1
20997	chr12	911736	990053	-	chr12:990053	chr12:911736-990053	ENSG00000002016	protein_coding	RAD52
20998	chr12	974133	991190	-	chr12:991190	chr12:974133-991190	ENSG00000250132	lncRNA	AC004803.1
20999	chr12	990509	1495933	+	chr12:990509	chr12:990509-1495933	ENSG00000082805	protein_coding	ERC1
21000	chr12	1380060	1391502	-	chr12:1391502	chr12:1380060-1391502	ENSG00000249028	lncRNA	AC004672.1
21001	chr12	1385833	1386987	+	chr12:1385833	chr12:1385833-1386987	ENSG00000267285	lncRNA	AC004672.2
21002	chr12	1500525	1504424	+	chr12:1500525	chr12:1500525-1504424	ENSG00000249628	lncRNA	LINC00942
21003	chr12	1529891	1647212	+	chr12:1529891	chr12:1529891-1647212	ENSG00000111186	protein_coding	WNT5B
21004	chr12	1565993	1594581	-	chr12:1594581	chr12:1565993-1594581	ENSG00000171823	protein_coding	FBXL14
21005	chr12	1688574	1788674	+	chr12:1688574	chr12:1688574-1788674	ENSG00000006831	protein_coding	ADIPOR2
21006	chr12	1741197	1747099	-	chr12:1747099	chr12:1741197-1747099	ENSG00000285627	lncRNA	AC005343.1
21007	chr12	1791963	1918666	-	chr12:1918666	chr12:1791963-1918666	ENSG00000151062	protein_coding	CACNA2D4
21008	chr12	1800862	1807486	+	chr12:1800862	chr12:1800862-1807486	ENSG00000287698	lncRNA	AC005343.4
21009	chr12	1820267	1836753	+	chr12:1820267	chr12:1820267-1836753	ENSG00000166159	protein_coding	LRTM2
21010	chr12	1917951	1922867	+	chr12:1917951	chr12:1917951-1922867	ENSG00000256706	lncRNA	AC005342.2
21011	chr12	1929202	1936574	-	chr12:1936574	chr12:1929202-1936574	ENSG00000235049	lncRNA	LINC00940
21012	chr12	1946053	2004535	-	chr12:2004535	chr12:1946053-2004535	ENSG00000151065	protein_coding	DCP1B
21013	chr12	1970786	2697950	+	chr12:1970786	chr12:1970786-2697950	ENSG00000151067	protein_coding	CACNA1C
21014	chr12	2004666	2011392	+	chr12:2004666	chr12:2004666-2011392	ENSG00000203593	lncRNA	AC005342.1
21015	chr12	2018213	2020532	+	chr12:2018213	chr12:2018213-2020532	ENSG00000256837	lncRNA	CACNA1C-IT1
21016	chr12	2048352	2049463	+	chr12:2048352	chr12:2048352-2049463	ENSG00000256257	lncRNA	CACNA1C-IT2
21017	chr12	2217462	2217920	-	chr12:2217920	chr12:2217462-2217920	ENSG00000278255	lncRNA	AC005344.1
21018	chr12	2219485	2223479	-	chr12:2223479	chr12:2219485-2223479	ENSG00000256025	lncRNA	CACNA1C-AS4
21019	chr12	2269776	2288937	+	chr12:2269776	chr12:2269776-2288937	ENSG00000256721	lncRNA	CACNA1C-IT3
21020	chr12	2332861	2335702	-	chr12:2335702	chr12:2332861-2335702	ENSG00000285555	lncRNA	AC005293.1
21021	chr12	2440189	2457392	-	chr12:2457392	chr12:2440189-2457392	ENSG00000285734	lncRNA	AC005414.1
21022	chr12	2603350	2607440	-	chr12:2607440	chr12:2603350-2607440	ENSG00000256769	lncRNA	CACNA1C-AS3
21023	chr12	2668500	2672220	-	chr12:2672220	chr12:2668500-2672220	ENSG00000256271	lncRNA	CACNA1C-AS2
21024	chr12	2676001	2691200	-	chr12:2691200	chr12:2676001-2691200	ENSG00000246627	lncRNA	CACNA1C-AS1
21025	chr12	2740064	2746662	+	chr12:2740064	chr12:2740064-2746662	ENSG00000274659	lncRNA	LINC02371
21026	chr12	2794970	2805423	+	chr12:2794970	chr12:2794970-2805423	ENSG00000004478	protein_coding	FKBP4
21027	chr12	2796877	2812902	-	chr12:2812902	chr12:2796877-2812902	ENSG00000258325	lncRNA	ITFG2-AS1
21028	chr12	2797136	2803938	-	chr12:2803938	chr12:2797136-2803938	ENSG00000258092	lncRNA	AC005841.1
21029	chr12	2812622	2859791	+	chr12:2812622	chr12:2812622-2859791	ENSG00000111203	protein_coding	ITFG2
21030	chr12	2825348	2835544	-	chr12:2835544	chr12:2825348-2835544	ENSG00000053702	protein_coding	NRIP2
21031	chr12	2849046	2857039	-	chr12:2857039	chr12:2849046-2857039	ENSG00000283297	protein_coding	TEX52
21032	chr12	2857681	2877155	-	chr12:2877155	chr12:2857681-2877155	ENSG00000111206	protein_coding	FOXM1
21033	chr12	2876258	2889524	+	chr12:2876258	chr12:2876258-2889524	ENSG00000171792	protein_coding	RHNO1
21034	chr12	2877223	2941138	+	chr12:2877223	chr12:2877223-2941138	ENSG00000078246	protein_coding	TULP3
21035	chr12	2885819	2886329	+	chr12:2885819	chr12:2885819-2886329	ENSG00000278356	lncRNA	AC005911.1
21036	chr12	2959330	3040676	+	chr12:2959330	chr12:2959330-3040676	ENSG00000197905	protein_coding	TEAD4
21037	chr12	3041437	3044950	+	chr12:3041437	chr12:3041437-3044950	ENSG00000250899	lncRNA	AC125807.2
21038	chr12	3077355	3286564	+	chr12:3077355	chr12:3077355-3286564	ENSG00000011105	protein_coding	TSPAN9
21039	chr12	3149797	3151476	+	chr12:3149797	chr12:3149797-3151476	ENSG00000256197	lncRNA	TSPAN9-IT1
21040	chr12	3171657	3174056	+	chr12:3171657	chr12:3171657-3174056	ENSG00000275850	lncRNA	AC005912.2
21041	chr12	3300698	3318677	+	chr12:3300698	chr12:3300698-3318677	ENSG00000287712	lncRNA	AC005865.2
21042	chr12	3318718	3325343	+	chr12:3318718	chr12:3318718-3325343	ENSG00000236908	lncRNA	LINC02827
21043	chr12	3367833	3371346	+	chr12:3367833	chr12:3367833-3371346	ENSG00000257048	lncRNA	LINC02417
21044	chr12	3381349	3593973	+	chr12:3381349	chr12:3381349-3593973	ENSG00000111218	protein_coding	PRMT8
21045	chr12	3462718	3463586	-	chr12:3463586	chr12:3462718-3463586	ENSG00000256691	lncRNA	AC005908.2
21046	chr12	3483714	3492819	-	chr12:3492819	chr12:3483714-3492819	ENSG00000287243	lncRNA	AC005908.3
21047	chr12	3606633	3764819	-	chr12:3764819	chr12:3606633-3764819	ENSG00000130038	protein_coding	CRACR2A
21048	chr12	3752518	3757842	+	chr12:3752518	chr12:3752518-3757842	ENSG00000283138	lncRNA	AC006207.1
21049	chr12	3791047	3873448	-	chr12:3873448	chr12:3791047-3873448	ENSG00000111224	protein_coding	PARP11
21050	chr12	3871579	3910382	+	chr12:3871579	chr12:3871579-3910382	ENSG00000256862	lncRNA	AC005842.1
21051	chr12	4012902	4026658	+	chr12:4012902	chr12:4012902-4026658	ENSG00000256969	lncRNA	AC084375.1
21052	chr12	4247981	4276252	-	chr12:4276252	chr12:4247981-4276252	ENSG00000255920	lncRNA	CCND2-AS1
21053	chr12	4273762	4305353	+	chr12:4273762	chr12:4273762-4305353	ENSG00000118971	protein_coding	CCND2
21054	chr12	4307763	4360028	+	chr12:4307763	chr12:4307763-4360028	ENSG00000078237	protein_coding	TIGAR
21055	chr12	4368227	4379712	-	chr12:4379712	chr12:4368227-4379712	ENSG00000118972	protein_coding	FGF23
21056	chr12	4428155	4445614	-	chr12:4445614	chr12:4428155-4445614	ENSG00000111241	protein_coding	FGF6
21057	chr12	4487735	4538508	-	chr12:4538508	chr12:4487735-4538508	ENSG00000047621	protein_coding	C12orf4
21058	chr12	4538798	4560048	+	chr12:4538798	chr12:4538798-4560048	ENSG00000111247	protein_coding	RAD51AP1
21059	chr12	4562204	4615302	+	chr12:4562204	chr12:4562204-4615302	ENSG00000010219	protein_coding	DYRK4
21060	chr12	4615508	4649051	-	chr12:4649051	chr12:4615508-4649051	ENSG00000111254	protein_coding	AKAP3
21061	chr12	4645496	4648027	+	chr12:4645496	chr12:4645496-4648027	ENSG00000256381	lncRNA	AC005832.1
21062	chr12	4649095	4694317	+	chr12:4649095	chr12:4649095-4694317	ENSG00000139180	protein_coding	NDUFA9
21063	chr12	4700417	4720102	-	chr12:4720102	chr12:4700417-4720102	ENSG00000255474	lncRNA	GAU1
21064	chr12	4720400	4851927	+	chr12:4720400	chr12:4720400-4851927	ENSG00000130035	protein_coding	GALNT8
21065	chr12	4804499	4830747	-	chr12:4830747	chr12:4804499-4830747	ENSG00000256988	lncRNA	AC005833.2
21066	chr12	4809176	4813412	+	chr12:4809176	chr12:4809176-4813412	ENSG00000151079	protein_coding	KCNA6
21067	chr12	4838955	4842675	+	chr12:4838955	chr12:4838955-4842675	ENSG00000255608	lncRNA	AC006063.1
21068	chr12	4857283	4859904	-	chr12:4859904	chr12:4857283-4859904	ENSG00000286866	lncRNA	AC006063.3
21069	chr12	4906393	4909265	-	chr12:4909265	chr12:4906393-4909265	ENSG00000287835	lncRNA	AC006063.4
21070	chr12	4909867	5026012	+	chr12:4909867	chr12:4909867-5026012	ENSG00000256654	lncRNA	AC005906.2
21071	chr12	4909905	4918256	+	chr12:4909905	chr12:4909905-4918256	ENSG00000111262	protein_coding	KCNA1
21072	chr12	4960113	4963450	+	chr12:4960113	chr12:4960113-4963450	ENSG00000284513	lncRNA	AC006063.2
21073	chr12	5043879	5046788	+	chr12:5043879	chr12:5043879-5046788	ENSG00000130037	protein_coding	KCNA5
21074	chr12	5088002	5092742	+	chr12:5088002	chr12:5088002-5092742	ENSG00000285523	lncRNA	AC005906.3
21075	chr12	5226196	5244199	-	chr12:5244199	chr12:5226196-5244199	ENSG00000256115	lncRNA	LINC02443
21076	chr12	5290480	5383653	+	chr12:5290480	chr12:5290480-5383653	ENSG00000256417	lncRNA	AC006206.2
21077	chr12	5315961	5319347	+	chr12:5315961	chr12:5315961-5319347	ENSG00000256146	lncRNA	AC006206.1
21078	chr12	5366048	5367774	-	chr12:5367774	chr12:5366048-5367774	ENSG00000256218	lncRNA	AC007848.2
21079	chr12	5388589	5406651	+	chr12:5388589	chr12:5388589-5406651	ENSG00000255983	lncRNA	AC007848.1
21080	chr12	5432108	5521536	+	chr12:5432108	chr12:5432108-5521536	ENSG00000185652	protein_coding	NTF3
21081	chr12	5531869	5946232	-	chr12:5946232	chr12:5531869-5946232	ENSG00000047617	protein_coding	ANO2
21082	chr12	5948874	6124770	-	chr12:6124770	chr12:5948874-6124770	ENSG00000110799	protein_coding	VWF
21083	chr12	6155035	6160719	-	chr12:6160719	chr12:6155035-6160719	ENSG00000255775	lncRNA	AC005845.1
21084	chr12	6199715	6238271	+	chr12:6199715	chr12:6199715-6238271	ENSG00000010278	protein_coding	CD9
21085	chr12	6310436	6328506	+	chr12:6310436	chr12:6310436-6328506	ENSG00000008323	protein_coding	PLEKHG6
21086	chr12	6328757	6342114	-	chr12:6342114	chr12:6328757-6342114	ENSG00000067182	protein_coding	TNFRSF1A
21087	chr12	6346843	6377730	-	chr12:6377730	chr12:6346843-6377730	ENSG00000111319	protein_coding	SCNN1A
21088	chr12	6375045	6391571	+	chr12:6375045	chr12:6375045-6391571	ENSG00000111321	protein_coding	LTBR
21089	chr12	6393879	6396148	+	chr12:6393879	chr12:6393879-6396148	ENSG00000256433	lncRNA	AC005840.2
21090	chr12	6439001	6451567	-	chr12:6451567	chr12:6439001-6451567	ENSG00000215039	lncRNA	CD27-AS1
21091	chr12	6444867	6451718	+	chr12:6444867	chr12:6444867-6451718	ENSG00000139193	protein_coding	CD27
21092	chr12	6451690	6466517	+	chr12:6451690	chr12:6451690-6466517	ENSG00000139192	protein_coding	TAPBPL
21093	chr12	6462237	6470987	-	chr12:6470987	chr12:6462237-6470987	ENSG00000139190	protein_coding	VAMP1
21094	chr12	6466537	6467135	+	chr12:6466537	chr12:6466537-6467135	ENSG00000276718	lncRNA	AC005840.4
21095	chr12	6491886	6493841	-	chr12:6493841	chr12:6491886-6493841	ENSG00000111639	protein_coding	MRPL51
21096	chr12	6493356	6531955	+	chr12:6493356	chr12:6493356-6531955	ENSG00000010292	protein_coding	NCAPD2
21097	chr12	6510275	6510522	+	chr12:6510275	chr12:6510275-6510522	ENSG00000276232	lncRNA	AC006064.5
21098	chr12	6532290	6533498	-	chr12:6533498	chr12:6532290-6533498	ENSG00000255966	lncRNA	AC006064.3
21099	chr12	6534512	6538374	+	chr12:6534512	chr12:6534512-6538374	ENSG00000111640	protein_coding	GAPDH
21100	chr12	6537794	6538370	-	chr12:6538370	chr12:6537794-6538370	ENSG00000269968	lncRNA	AC006064.4
21101	chr12	6538375	6556083	-	chr12:6556083	chr12:6538375-6556083	ENSG00000010295	protein_coding	IFFO1
21102	chr12	6543504	6544931	+	chr12:6543504	chr12:6543504-6544931	ENSG00000245667	lncRNA	AC006064.1
21103	chr12	6556863	6568691	-	chr12:6568691	chr12:6556863-6568691	ENSG00000111641	protein_coding	NOP2
21104	chr12	6570082	6614524	-	chr12:6614524	chr12:6570082-6614524	ENSG00000111642	protein_coding	CHD4
21105	chr12	6578622	6584739	+	chr12:6578622	chr12:6578622-6584739	ENSG00000247853	lncRNA	AC006064.2
21106	chr12	6618835	6635960	-	chr12:6635960	chr12:6618835-6635960	ENSG00000184574	protein_coding	LPAR5
21107	chr12	6638075	6647433	-	chr12:6647433	chr12:6638075-6647433	ENSG00000111644	protein_coding	ACRBP
21108	chr12	6650301	6663142	-	chr12:6663142	chr12:6650301-6663142	ENSG00000111653	protein_coding	ING4
21109	chr12	6663260	6672069	+	chr12:6663260	chr12:6663260-6672069	ENSG00000219410	lncRNA	AC125494.1
21110	chr12	6666477	6689572	-	chr12:6689572	chr12:6666477-6689572	ENSG00000126746	protein_coding	ZNF384
21111	chr12	6693792	6700800	-	chr12:6700800	chr12:6693792-6700800	ENSG00000139200	protein_coding	PIANP
21112	chr12	6723233	6723687	+	chr12:6723233	chr12:6723233-6723687	ENSG00000270068	lncRNA	AC125494.3
21113	chr12	6724014	6731875	+	chr12:6724014	chr12:6724014-6731875	ENSG00000111652	protein_coding	COPS7A
21114	chr12	6742985	6743641	+	chr12:6742985	chr12:6742985-6743641	ENSG00000269892	lncRNA	AC125494.2
21115	chr12	6747996	6767475	-	chr12:6767475	chr12:6747996-6767475	ENSG00000089693	protein_coding	MLF2
21116	chr12	6765516	6770952	+	chr12:6765516	chr12:6765516-6770952	ENSG00000159335	protein_coding	PTMS
21117	chr12	6772512	6778455	+	chr12:6772512	chr12:6772512-6778455	ENSG00000089692	protein_coding	LAG3
21118	chr12	6786858	6820799	+	chr12:6786858	chr12:6786858-6820799	ENSG00000010610	protein_coding	CD4
21119	chr12	6821624	6829972	+	chr12:6821624	chr12:6821624-6829972	ENSG00000250510	protein_coding	GPR162
21120	chr12	6828407	6839847	+	chr12:6828407	chr12:6828407-6839847	ENSG00000110811	protein_coding	P3H3
21121	chr12	6839954	6847393	+	chr12:6839954	chr12:6839954-6847393	ENSG00000111664	protein_coding	GNB3
21122	chr12	6844793	6852066	-	chr12:6852066	chr12:6844793-6852066	ENSG00000111665	protein_coding	CDCA3
21123	chr12	6852128	6866632	+	chr12:6852128	chr12:6852128-6866632	ENSG00000111667	protein_coding	USP5
21124	chr12	6867119	6870948	+	chr12:6867119	chr12:6867119-6870948	ENSG00000111669	protein_coding	TPI1
21125	chr12	6870935	6889358	-	chr12:6889358	chr12:6870935-6889358	ENSG00000111671	protein_coding	SPSB2
21126	chr12	6873569	6914241	+	chr12:6873569	chr12:6873569-6914241	ENSG00000010626	protein_coding	LRRC23
21127	chr12	6899752	6900212	+	chr12:6899752	chr12:6899752-6900212	ENSG00000275703	lncRNA	U47924.3
21128	chr12	6913745	6923698	+	chr12:6913745	chr12:6913745-6923698	ENSG00000111674	protein_coding	ENO2
21129	chr12	6924463	6942321	+	chr12:6924463	chr12:6924463-6942321	ENSG00000111676	protein_coding	ATN1
21130	chr12	6942978	6946003	+	chr12:6942978	chr12:6942978-6946003	ENSG00000111678	protein_coding	C12orf57
21131	chr12	6943508	6944604	-	chr12:6944604	chr12:6943508-6944604	ENSG00000272173	lncRNA	U47924.2
21132	chr12	6946468	6961316	+	chr12:6946468	chr12:6946468-6961316	ENSG00000111679	protein_coding	PTPN6
21133	chr12	6963246	6964447	+	chr12:6963246	chr12:6963246-6964447	ENSG00000257084	lncRNA	MIR200CHG
21134	chr12	6964949	6965382	+	chr12:6964949	chr12:6964949-6965382	ENSG00000271969	lncRNA	U47924.1
21135	chr12	6965327	6970753	-	chr12:6970753	chr12:6965327-6970753	ENSG00000215021	protein_coding	PHB2
21136	chr12	6970913	6997428	+	chr12:6970913	chr12:6970913-6997428	ENSG00000126749	protein_coding	EMG1
21137	chr12	6976185	7018477	-	chr12:7018477	chr12:6976185-7018477	ENSG00000111684	protein_coding	LPCAT3
21138	chr12	6988259	7071032	+	chr12:6988259	chr12:6988259-7071032	ENSG00000182326	protein_coding	C1S
21139	chr12	7080214	7092540	-	chr12:7092540	chr12:7080214-7092540	ENSG00000159403	protein_coding	C1R
21140	chr12	7089587	7109238	-	chr12:7109238	chr12:7089587-7109238	ENSG00000139178	protein_coding	C1RL
21141	chr12	7108052	7122501	+	chr12:7108052	chr12:7108052-7122501	ENSG00000205885	lncRNA	C1RL-AS1
21142	chr12	7115736	7128889	-	chr12:7128889	chr12:7115736-7128889	ENSG00000139194	protein_coding	RBP5
21143	chr12	7129079	7131198	-	chr12:7131198	chr12:7129079-7131198	ENSG00000256967	lncRNA	AC018653.3
21144	chr12	7129698	7158945	+	chr12:7129698	chr12:7129698-7158945	ENSG00000139182	protein_coding	CLSTN3
21145	chr12	7146482	7147817	-	chr12:7147817	chr12:7146482-7147817	ENSG00000285770	lncRNA	AC018653.4
21146	chr12	7166674	7189069	-	chr12:7189069	chr12:7166674-7189069	ENSG00000255572	lncRNA	AC018653.1
21147	chr12	7188685	7218574	+	chr12:7188685	chr12:7188685-7218574	ENSG00000139197	protein_coding	PEX5
21148	chr12	7304284	7328724	+	chr12:7304284	chr12:7304284-7328724	ENSG00000215009	protein_coding	ACSM4
21149	chr12	7346685	7479897	-	chr12:7479897	chr12:7346685-7479897	ENSG00000177675	protein_coding	CD163L1
21150	chr12	7470813	7503893	-	chr12:7503893	chr12:7470813-7503893	ENSG00000177575	protein_coding	CD163
21151	chr12	7649400	7665908	-	chr12:7665908	chr12:7649400-7665908	ENSG00000111701	protein_coding	APOBEC1
21152	chr12	7689784	7695775	-	chr12:7695775	chr12:7689784-7695775	ENSG00000184344	protein_coding	GDF3
21153	chr12	7711433	7717559	+	chr12:7711433	chr12:7711433-7717559	ENSG00000187569	protein_coding	DPPA3
21154	chr12	7729415	7751605	-	chr12:7751605	chr12:7729415-7751605	ENSG00000198178	protein_coding	CLEC4C
21155	chr12	7765216	7774121	+	chr12:7765216	chr12:7765216-7774121	ENSG00000205857	protein_coding	NANOGNB
21156	chr12	7787794	7799146	+	chr12:7787794	chr12:7787794-7799146	ENSG00000111704	protein_coding	NANOG
21157	chr12	7812512	7891148	-	chr12:7891148	chr12:7812512-7891148	ENSG00000173262	protein_coding	SLC2A14
21158	chr12	7838914	7844395	+	chr12:7838914	chr12:7838914-7844395	ENSG00000287713	lncRNA	AC006517.2
21159	chr12	7919230	7936187	-	chr12:7936187	chr12:7919230-7936187	ENSG00000059804	protein_coding	SLC2A3
21160	chr12	7954216	7972759	+	chr12:7954216	chr12:7954216-7972759	ENSG00000288043	lncRNA	AC006511.6
21161	chr12	8014093	8019007	-	chr12:8019007	chr12:8014093-8019007	ENSG00000282080	lncRNA	AC006511.4
21162	chr12	8032716	8055517	+	chr12:8032716	chr12:8032716-8055517	ENSG00000065970	protein_coding	FOXJ2
21163	chr12	8056844	8066359	-	chr12:8066359	chr12:8056844-8066359	ENSG00000171860	protein_coding	C3AR1
21164	chr12	8076939	8097881	+	chr12:8076939	chr12:8076939-8097881	ENSG00000089818	protein_coding	NECAP1
21165	chr12	8123632	8138607	+	chr12:8123632	chr12:8123632-8138607	ENSG00000111729	protein_coding	CLEC4A
21166	chr12	8157034	8188537	+	chr12:8157034	chr12:8157034-8188537	ENSG00000196946	protein_coding	ZNF705A
21167	chr12	8180209	8216151	+	chr12:8180209	chr12:8180209-8216151	ENSG00000226711	lncRNA	FAM66C
21168	chr12	8205984	8207397	+	chr12:8205984	chr12:8205984-8207397	ENSG00000276417	lncRNA	AC092111.2
21169	chr12	8217758	8221115	+	chr12:8217758	chr12:8217758-8221115	ENSG00000275367	lncRNA	AC092111.1
21170	chr12	8221260	8227618	-	chr12:8227618	chr12:8221260-8227618	ENSG00000171847	protein_coding	FAM90A1
21171	chr12	8235415	8242564	+	chr12:8235415	chr12:8235415-8242564	ENSG00000215241	lncRNA	LINC02449
21172	chr12	8243147	8342048	+	chr12:8243147	chr12:8243147-8342048	ENSG00000286895	lncRNA	AC092745.5
21173	chr12	8282677	8286518	-	chr12:8286518	chr12:8282677-8286518	ENSG00000286504	lncRNA	AC092745.4
21174	chr12	8295986	8396803	-	chr12:8396803	chr12:8295986-8396803	ENSG00000226091	lncRNA	LINC00937
21175	chr12	8321876	8329614	+	chr12:8321876	chr12:8321876-8329614	ENSG00000256101	lncRNA	AC092745.1
21176	chr12	8455962	8478330	+	chr12:8455962	chr12:8455962-8478330	ENSG00000205846	protein_coding	CLEC6A
21177	chr12	8509475	8522366	+	chr12:8509475	chr12:8509475-8522366	ENSG00000166527	protein_coding	CLEC4D
21178	chr12	8533305	8540905	-	chr12:8540905	chr12:8533305-8540905	ENSG00000166523	protein_coding	CLEC4E
21179	chr12	8548361	8567613	-	chr12:8567613	chr12:8548361-8567613	ENSG00000255801	lncRNA	AC092746.1
21180	chr12	8602170	8612867	-	chr12:8612867	chr12:8602170-8612867	ENSG00000111732	protein_coding	AICDA
21181	chr12	8637346	8662888	-	chr12:8662888	chr12:8637346-8662888	ENSG00000197614	protein_coding	MFAP5
